date,ticker,score
2021-01-05,USB,0.00051424
2021-01-05,BX,0.00050626
2021-01-05,NFLX,0.00050303
2021-01-05,XOM,0.00050025
2021-01-05,REGN,0.00047604
2021-01-05,DLR,0.0004627
2021-01-05,GPN,0.00043245
2021-01-05,UBS,0.00043129
2021-01-05,PFE,0.00042649
2021-01-05,GOLD71298,0.00041799
2021-01-05,HON,0.00041745
2021-01-05,CEO,0.00041374
2021-01-05,SBUX,0.00041196
2021-01-05,CTSH,0.00040295
2021-01-05,CRM,0.00039691
2021-01-05,PTR,0.0003835
2021-01-05,TTE,0.00038305
2021-01-05,EXC,0.00037911
2021-01-05,V92611,0.00037023
2021-01-05,MS,0.00034528
2021-01-05,PM,0.00034259
2021-01-05,MMM,0.00034093
2021-01-05,LMT,0.00033758
2021-01-05,MET,0.00033365
2021-01-05,WDAY,0.00031267
2021-01-05,DD16851,0.00031167
2021-01-05,MSCI,0.00029809
2021-01-05,WBA,0.0002974
2021-01-05,ROP,0.0002944
2021-01-05,HUM,0.00029264
2021-01-05,GIS,0.0002843
2021-01-05,COST,0.00028199
2021-01-05,BHP,0.00026454
2021-01-05,FI,0.00026424
2021-01-05,TWLO,0.00025757
2021-01-05,UNP,0.00025545
2021-01-05,BIDU,0.00024918
2021-01-05,DEO,0.00024101
2021-01-05,ITW,0.00024021
2021-01-05,ELV,0.00023383
2021-01-05,MA,0.00023286
2021-01-05,ADP,0.00021948
2021-01-05,IBN,0.00021779
2021-01-05,CCI,0.00021544
2021-01-05,ROST,0.00021084
2021-01-05,TFC,0.00020152
2021-01-05,RTX,0.00019556
2021-01-05,LIN,0.00016725
2021-01-05,FDX,0.00016696
2021-01-05,SNP,0.0001643
2021-01-05,CSGP,0.00016259
2021-01-05,AEP,0.00016245
2021-01-05,AAPL,0.00015542
2021-01-05,PNC,0.00015458
2021-01-05,GE,0.00014633
2021-01-05,CSX,0.00014472
2021-01-05,PLD85592,0.00014325
2021-01-05,SBAC,0.00014156
2021-01-05,IDXX,0.00014153
2021-01-05,DELL18267,0.00013696
2021-01-05,WFC,0.00013414
2021-01-05,VOD,0.00013274
2021-01-05,MMC,0.0001318
2021-01-05,EMR,0.00011532
2021-01-05,TJX,9.728e-05
2021-01-05,BUD93013,9.51e-05
2021-01-05,AMD,9.182e-05
2021-01-05,BTI,6.58e-05
2021-01-05,MU,6.57e-05
2021-01-05,CDNS,6.068e-05
2021-01-05,EBAY,5.914e-05
2021-01-05,ERIC,5.832e-05
2021-01-05,INFO,5.284e-05
2021-01-05,AXP,4.528e-05
2021-01-05,NVDA,4.419e-05
2021-01-05,MAR,4.127e-05
2021-01-05,MCO,4.127e-05
2021-01-05,VRSK,4.08e-05
2021-01-05,SNAP,3.322e-05
2021-01-05,GILD,3.22e-05
2021-01-05,PYPL,2.681e-05
2021-01-05,CVX,2.673e-05
2021-01-05,SCHW,1.65e-05
2021-01-05,PSA,1.393e-05
2021-01-05,ALL,7.19e-06
2021-01-05,JD,-1.091e-05
2021-01-05,WEC,-1.466e-05
2021-01-05,VALE,-1.513e-05
2021-01-05,SPGI,-2.332e-05
2021-01-05,TSM,-2.687e-05
2021-01-05,A,-2.813e-05
2021-01-05,APD,-3.168e-05
2021-01-05,GD,-3.596e-05
2021-01-05,TMO,-4.34e-05
2021-01-05,PDD,-5.221e-05
2021-01-05,NOW,-6.005e-05
2021-01-05,BP,-6.134e-05
2021-01-05,DUK,-6.506e-05
2021-01-05,CAT,-7.028e-05
2021-01-05,GOOGL,-7.046e-05
2021-01-05,COP,-7.349e-05
2021-01-05,ALC,-7.36e-05
2021-01-05,ICE,-7.683e-05
2021-01-05,DOW18428,-9.595e-05
2021-01-05,HD,-9.665e-05
2021-01-05,NVO,-0.00010198
2021-01-05,SAP,-0.00011043
2021-01-05,PHG,-0.00011184
2021-01-05,MDT,-0.00011238
2021-01-05,SO,-0.00011677
2021-01-05,LULU,-0.00012656
2021-01-05,ORLY,-0.00014788
2021-01-05,JPM,-0.00014974
2021-01-05,RIO,-0.00015143
2021-01-05,NKE,-0.00015454
2021-01-05,TGT,-0.00015868
2021-01-05,MSFT,-0.00016456
2021-01-05,IBM,-0.000177
2021-01-05,NEE,-0.00018027
2021-01-05,LRCX,-0.00018093
2021-01-05,SNY,-0.0001849
2021-01-05,HSY,-0.0001866
2021-01-05,NOC,-0.00018753
2021-01-05,COF,-0.00019411
2021-01-05,ABEV,-0.00020635
2021-01-05,EQIX,-0.00020709
2021-01-05,ZM,-0.00021504
2021-01-05,SQ,-0.00022469
2021-01-05,TMUS,-0.00022723
2021-01-05,SHEL,-0.00024925
2021-01-05,MRK,-0.00027284
2021-01-05,WMT,-0.0002741
2021-01-05,BLK,-0.00027837
2021-01-05,BMY,-0.00028631
2021-01-05,HSBC,-0.00029632
2021-01-05,ECL,-0.00029709
2021-01-05,ZTS,-0.00030089
2021-01-05,MCD,-0.00031386
2021-01-05,AMGN,-0.0003223
2021-01-05,BABA,-0.00033839
2021-01-05,CSCO,-0.00035161
2021-01-05,DXCM,-0.00035941
2021-01-05,ABT,-0.0003723
2021-01-05,IQV,-0.00037573
2021-01-05,PBR,-0.00037676
2021-01-05,MFG,-0.00037706
2021-01-05,BDX,-0.00038184
2021-01-05,CMCSA,-0.00038583
2021-01-05,ES,-0.00038761
2021-01-05,KLAC,-0.00039232
2021-01-05,CL,-0.0003971
2021-01-05,MDLZ,-0.00040422
2021-01-05,TROW,-0.00040435
2021-01-05,C,-0.00041309
2021-01-05,VRTX,-0.00041594
2021-01-05,NXPI,-0.00041776
2021-01-05,PUK,-0.00041786
2021-01-05,DHR,-0.00042603
2021-01-05,SPLK,-0.00043111
2021-01-05,AVGO,-0.00043178
2021-01-05,PGR,-0.00043438
2021-01-05,AON,-0.00043575
2021-01-05,AMZN,-0.00043701
2021-01-05,BSX,-0.00043827
2021-01-05,APH,-0.00044152
2021-01-05,SE17023,-0.00044403
2021-01-05,CB79057,-0.0004458
2021-01-05,CVS,-0.00045451
2021-01-05,BAX,-0.00049198
2021-01-05,PG,-0.0004966
2021-01-05,BK,-0.0004989
2021-01-05,LVS,-0.00050147
2021-01-05,WM,-0.00050651
2021-01-05,LFC,-0.00050707
2021-01-05,VMW,-0.0005159
2021-01-05,TEAM,-0.00051741
2021-01-05,KMB,-0.00051771
2021-01-05,TXN,-0.00052099
2021-01-05,ACN,-0.00052244
2021-01-05,NVS,-0.00052338
2021-01-05,INFY,-0.00053846
2021-01-05,AZN,-0.0005521
2021-01-05,ADSK,-0.00056034
2021-01-05,GS,-0.00056858
2021-01-05,SCCO,-0.00057298
2021-01-05,SRE,-0.00057318
2021-01-05,ABB,-0.00057641
2021-01-05,SNPS,-0.00059188
2021-01-05,AMX,-0.0005971
2021-01-05,PEP,-0.00059907
2021-01-05,LHX,-0.00060202
2021-01-05,AMT,-0.00063571
2021-01-05,DE,-0.00064715
2021-01-05,NEM,-0.00064741
2021-01-05,EA,-0.00066721
2021-01-05,TRI89444,-0.00067626
2021-01-05,TEL,-0.00068441
2021-01-05,CTAS,-0.00068872
2021-01-05,INTC,-0.00069087
2021-01-05,HDB,-0.00069661
2021-01-05,TM,-0.00070966
2021-01-05,AMAT,-0.00072619
2021-01-05,GSK,-0.00072982
2021-01-05,MNST,-0.00073654
2021-01-05,ATVI,-0.00073929
2021-01-05,NGG,-0.00074021
2021-01-05,BIIB,-0.00074079
2021-01-05,CMG,-0.00074987
2021-01-05,CHT,-0.00075651
2021-01-05,ABBV,-0.00076407
2021-01-05,NTES,-0.00077849
2021-01-05,ILMN,-0.00078709
2021-01-05,ADBE,-0.00080024
2021-01-05,SMFG,-0.00080028
2021-01-05,SHOP,-0.00080449
2021-01-05,BF29946,-0.0008132
2021-01-05,CME,-0.00083079
2021-01-05,KDP,-0.00083508
2021-01-05,WBK,-0.00083631
2021-01-05,QCOM,-0.00085809
2021-01-05,TSLA,-0.00088846
2021-01-05,RELX,-0.0008969
2021-01-05,LLY,-0.00093265
2021-01-05,ASML,-0.00095135
2021-01-05,JNJ,-0.00100985
2021-01-05,ADI,-0.00102465
2021-01-06,SNY,0.00137664
2021-01-06,LFC,0.00131715
2021-01-06,BX,0.00119728
2021-01-06,NVS,0.00112897
2021-01-06,SGEN,0.00111663
2021-01-06,PFE,0.00108549
2021-01-06,NVO,0.00107881
2021-01-06,BABA,0.00107165
2021-01-06,AAPL,0.00106033
2021-01-06,PBR,0.00103967
2021-01-06,CEO,0.00103348
2021-01-06,FDX,0.00102182
2021-01-06,GIS,0.00097459
2021-01-06,UPS,0.00097332
2021-01-06,CSGP,0.0009617
2021-01-06,EW,0.00096012
2021-01-06,HDB,0.00095275
2021-01-06,MSFT,0.00091809
2021-01-06,COST,0.00091658
2021-01-06,NOW,0.00089922
2021-01-06,RACE,0.000875
2021-01-06,CHL,0.000864
2021-01-06,BA,0.00084929
2021-01-06,SHW,0.0008474
2021-01-06,REGN,0.00082406
2021-01-06,AZN,0.0008024
2021-01-06,KO,0.00080032
2021-01-06,UBS,0.00075201
2021-01-06,DUK,0.00073714
2021-01-06,PYPL,0.00072137
2021-01-06,SAN,0.00071791
2021-01-06,SRE,0.00071554
2021-01-06,JD,0.00070183
2021-01-06,ATVI,0.00068795
2021-01-06,CMG,0.00068306
2021-01-06,PTR,0.00066184
2021-01-06,IBN,0.00065196
2021-01-06,TAK,0.00064319
2021-01-06,ADBE,0.00063686
2021-01-06,TROW,0.00061086
2021-01-06,MMC,0.00059914
2021-01-06,VRSK,0.00059884
2021-01-06,SBUX,0.00058442
2021-01-06,VALE,0.00054919
2021-01-06,MELI,0.00052632
2021-01-06,UBER,0.00052335
2021-01-06,V92611,0.00051455
2021-01-06,CRM,0.00051409
2021-01-06,GM12369,0.00050249
2021-01-06,AEP,0.00049953
2021-01-06,LLY,0.00049395
2021-01-06,CI,0.00048218
2021-01-06,SNP,0.00046209
2021-01-06,AVGO,0.00046075
2021-01-06,HSY,0.00045685
2021-01-06,ALL,0.00045304
2021-01-06,CL,0.0004335
2021-01-06,DOW18428,0.00043233
2021-01-06,ISRG,0.00042339
2021-01-06,HCA12622,0.00041574
2021-01-06,DXCM,0.00041346
2021-01-06,NVDA,0.00041296
2021-01-06,ROP,0.00040829
2021-01-06,DEO,0.00039474
2021-01-06,GPN,0.00038919
2021-01-06,CTAS,0.00038794
2021-01-06,NGG,0.00037154
2021-01-06,BAX,0.00037039
2021-01-06,IDXX,0.00037014
2021-01-06,PHG,0.00036531
2021-01-06,BN,0.00036028
2021-01-06,PDD,0.00036026
2021-01-06,CCI,0.00034043
2021-01-06,BTI,0.00033945
2021-01-06,AXP,0.00033137
2021-01-06,MSCI,0.00032928
2021-01-06,C,0.00032572
2021-01-06,RTX,0.00031257
2021-01-06,KMI12558,0.00031051
2021-01-06,ZM,0.00030878
2021-01-06,BMY,0.00030218
2021-01-06,BAC,0.00029521
2021-01-06,MDLZ,0.00029404
2021-01-06,MA,0.00029158
2021-01-06,AMD,0.00029068
2021-01-06,AMZN,0.00027829
2021-01-06,AMT,0.0002698
2021-01-06,ABBV,0.00025936
2021-01-06,BHP,0.00025747
2021-01-06,HON,0.00024175
2021-01-06,PSA,0.00024175
2021-01-06,SHOP,0.00023549
2021-01-06,ALC,0.00023439
2021-01-06,ABB,0.00023199
2021-01-06,D,0.0002316
2021-01-06,CDNS,0.00021478
2021-01-06,SPGI,0.00020807
2021-01-06,LVS,0.00020468
2021-01-06,AON,0.00019673
2021-01-06,SCHW,0.00018929
2021-01-06,TWLO,0.00018359
2021-01-06,TTE,0.00018177
2021-01-06,WDAY,0.00017468
2021-01-06,CTSH,0.00015877
2021-01-06,TFC,0.00015372
2021-01-06,LIN,0.00015355
2021-01-06,TEAM,0.00014982
2021-01-06,ABT,0.0001458
2021-01-06,PGR,0.00014505
2021-01-06,VMW,0.0001412
2021-01-06,TRI89444,0.00012575
2021-01-06,PLD85592,0.00012511
2021-01-06,GSK,0.00011915
2021-01-06,FIS,0.00011769
2021-01-06,PM,0.00011558
2021-01-06,EQIX,0.00010965
2021-01-06,CHT,0.00010513
2021-01-06,MCO,9.539e-05
2021-01-06,ERIC,9.139e-05
2021-01-06,DD16851,8.634e-05
2021-01-06,MMM,6.861e-05
2021-01-06,SNPS,6.309e-05
2021-01-06,NOC,5.68e-05
2021-01-06,LOW,5.105e-05
2021-01-06,PEP,4.864e-05
2021-01-06,MFG,2.807e-05
2021-01-06,XEL,9.08e-06
2021-01-06,PUK,4.65e-06
2021-01-06,EA,-3.44e-06
2021-01-06,WEC,-8.74e-06
2021-01-06,SPLK,-9.14e-06
2021-01-06,UNH,-1.056e-05
2021-01-06,SMFG,-1.32e-05
2021-01-06,GE,-1.675e-05
2021-01-06,ROST,-1.93e-05
2021-01-06,MAR,-2.333e-05
2021-01-06,WFC,-3.322e-05
2021-01-06,HMC,-4.797e-05
2021-01-06,HD,-4.814e-05
2021-01-06,SCCO,-5.366e-05
2021-01-06,UNP,-5.74e-05
2021-01-06,ELV,-6.035e-05
2021-01-06,ASML,-6.623e-05
2021-01-06,LMT,-6.814e-05
2021-01-06,APD,-6.904e-05
2021-01-06,NFLX,-7.103e-05
2021-01-06,MRK,-7.778e-05
2021-01-06,EXC,-8.244e-05
2021-01-06,BP,-8.959e-05
2021-01-06,DG93096,-9.527e-05
2021-01-06,INFY,-0.00011089
2021-01-06,MDT,-0.00011345
2021-01-06,KHC,-0.00012183
2021-01-06,KMB,-0.00012817
2021-01-06,EPD,-0.00012923
2021-01-06,MS,-0.00012965
2021-01-06,CME,-0.0001345
2021-01-06,SO,-0.00016125
2021-01-06,CHTR,-0.00016491
2021-01-06,GOLD71298,-0.00017133
2021-01-06,EBAY,-0.00017336
2021-01-06,VOD,-0.00018278
2021-01-06,NEM,-0.00018899
2021-01-06,MUFG,-0.00019353
2021-01-06,BSX,-0.00019629
2021-01-06,SE17023,-0.00019818
2021-01-06,ADP,-0.00020778
2021-01-06,EMR,-0.00022192
2021-01-06,USB,-0.00022755
2021-01-06,BLK,-0.0002318
2021-01-06,RIO,-0.0002329
2021-01-06,BF29946,-0.0002401
2021-01-06,SPOT17782,-0.00024417
2021-01-06,WMT,-0.00024962
2021-01-06,BIDU,-0.00025076
2021-01-06,PG,-0.00025386
2021-01-06,ES,-0.00025849
2021-01-06,PNC,-0.00026901
2021-01-06,CSCO,-0.00027586
2021-01-06,ICE,-0.0002782
2021-01-06,MNST,-0.0002931
2021-01-06,CNC,-0.00029778
2021-01-06,ITW,-0.00029963
2021-01-06,BK,-0.00030315
2021-01-06,DIS,-0.00030568
2021-01-06,NKE,-0.0003078
2021-01-06,TM,-0.00031746
2021-01-06,INFO,-0.00031955
2021-01-06,TXN,-0.00032438
2021-01-06,XOM,-0.00032572
2021-01-06,BUD93013,-0.00034611
2021-01-06,MO,-0.00035912
2021-01-06,ORCL,-0.00036549
2021-01-06,SYK,-0.00036899
2021-01-06,SBAC,-0.000369
2021-01-06,TJX,-0.00037109
2021-01-06,INTU,-0.00038482
2021-01-06,COF,-0.00038705
2021-01-06,MET,-0.00039949
2021-01-06,WM,-0.00040179
2021-01-06,WBK,-0.00040291
2021-01-06,SHEL,-0.00040357
2021-01-06,SQ,-0.00040509
2021-01-06,GD,-0.0004108
2021-01-06,JNJ,-0.00041648
2021-01-06,TMO,-0.0004223
2021-01-06,QCOM,-0.00042636
2021-01-06,IQV,-0.0004284
2021-01-06,GOOGL,-0.00043074
2021-01-06,FI,-0.00043077
2021-01-06,EQNR,-0.00045543
2021-01-06,SNAP,-0.00045718
2021-01-06,SYY,-0.00047502
2021-01-06,AMX,-0.00047551
2021-01-06,ECL,-0.00047823
2021-01-06,MU,-0.00048036
2021-01-06,ORAN,-0.00049552
2021-01-06,DE,-0.00049728
2021-01-06,T66093,-0.00050152
2021-01-06,JPM,-0.00050425
2021-01-06,ZTS,-0.00051376
2021-01-06,ABEV,-0.00051441
2021-01-06,NEE,-0.00051795
2021-01-06,CVX,-0.00052649
2021-01-06,ILMN,-0.0005333
2021-01-06,HSBC,-0.0005575
2021-01-06,TSLA,-0.00056836
2021-01-06,AMGN,-0.00058975
2021-01-06,WBA,-0.00059806
2021-01-06,ADI,-0.00060159
2021-01-06,KLAC,-0.00060747
2021-01-06,INTC,-0.0006128
2021-01-06,IBM,-0.00062112
2021-01-06,CVS,-0.00062244
2021-01-06,TEL,-0.00062296
2021-01-06,HUM,-0.00062796
2021-01-06,A,-0.00063566
2021-01-06,LHX,-0.00063775
2021-01-06,CSX,-0.00063801
2021-01-06,STZ,-0.00065219
